               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.011783,           0.0029964,           0.0002722,             0.99972,                   1,               0.995,             0.89521,           0.0074259,           0.0019006,          0.00020134,            0.004786,            0.004786,            0.004786
                 160,            0.011131,           0.0030749,          0.00028184,             0.99974,                   1,               0.995,             0.90445,           0.0074079,           0.0019217,          0.00020381,            0.004753,            0.004753,            0.004753
                 161,            0.011299,           0.0029837,          0.00023843,             0.99975,                   1,               0.995,             0.90227,           0.0072248,           0.0019092,           0.0001842,             0.00472,             0.00472,             0.00472
                 162,            0.011333,           0.0030264,          0.00028393,             0.99968,                   1,               0.995,             0.90354,           0.0072504,           0.0018957,          0.00018809,            0.004687,            0.004687,            0.004687
                 163,            0.011119,           0.0030656,          0.00025305,             0.99974,                   1,               0.995,             0.90227,            0.007341,           0.0018817,           0.0001992,            0.004654,            0.004654,            0.004654
                 164,            0.010564,           0.0030509,          0.00024494,             0.99974,                   1,               0.995,              0.9036,           0.0071879,           0.0018776,          0.00018558,            0.004621,            0.004621,            0.004621
                 165,             0.01072,             0.00301,          0.00024238,             0.99968,                   1,               0.995,             0.91216,           0.0070017,           0.0018505,          0.00017531,            0.004588,            0.004588,            0.004588
                 166,            0.011048,           0.0030304,          0.00025819,             0.99966,                   1,               0.995,             0.90464,           0.0070428,           0.0018724,          0.00019163,            0.004555,            0.004555,            0.004555
                 167,            0.011136,           0.0030573,          0.00027122,              0.9995,                   1,               0.995,             0.90417,           0.0071235,           0.0019091,            0.000199,            0.004522,            0.004522,            0.004522
                 168,            0.010514,           0.0029502,          0.00024018,             0.99967,                   1,               0.995,             0.91136,           0.0070037,           0.0018568,          0.00017665,            0.004489,            0.004489,            0.004489
                 169,            0.010461,           0.0029545,          0.00023548,             0.99971,                   1,               0.995,             0.90694,           0.0070911,           0.0018371,          0.00017537,            0.004456,            0.004456,            0.004456
                 170,            0.010993,           0.0029478,          0.00023329,             0.99967,                   1,               0.995,             0.91104,           0.0068787,           0.0018671,          0.00017805,            0.004423,            0.004423,            0.004423
                 171,            0.011008,           0.0030639,          0.00025385,             0.99963,                   1,               0.995,             0.91083,           0.0069871,           0.0019422,          0.00018994,             0.00439,             0.00439,             0.00439
                 172,            0.010407,           0.0029363,          0.00023196,             0.99968,                   1,               0.995,              0.9096,           0.0070306,           0.0018841,          0.00017371,            0.004357,            0.004357,            0.004357
                 173,            0.010521,           0.0029798,          0.00023734,             0.99975,                   1,               0.995,             0.90546,           0.0069979,           0.0018639,          0.00017277,            0.004324,            0.004324,            0.004324
                 174,              0.0107,           0.0029915,          0.00023083,             0.99968,                   1,               0.995,             0.91221,           0.0068022,           0.0018532,          0.00017286,            0.004291,            0.004291,            0.004291
                 175,            0.010131,           0.0028852,          0.00022897,             0.99965,                   1,               0.995,             0.90669,           0.0069591,           0.0018115,          0.00016327,            0.004258,            0.004258,            0.004258
                 176,            0.010396,           0.0029796,          0.00021543,             0.99964,                   1,               0.995,              0.9095,           0.0069234,           0.0018564,          0.00015844,            0.004225,            0.004225,            0.004225
                 177,            0.010084,           0.0029128,          0.00022407,             0.99971,                   1,               0.995,             0.90772,           0.0069493,            0.001849,          0.00016151,            0.004192,            0.004192,            0.004192
                 178,            0.010804,           0.0031743,          0.00022832,             0.99963,                   1,               0.995,             0.90738,           0.0068953,           0.0018356,          0.00015713,            0.004159,            0.004159,            0.004159
                 179,             0.01044,           0.0028812,          0.00024133,             0.99972,                   1,               0.995,             0.90919,           0.0069887,           0.0018481,          0.00017066,            0.004126,            0.004126,            0.004126
                 180,            0.010152,           0.0028071,          0.00024336,             0.99963,                   1,               0.995,             0.91124,           0.0069698,           0.0018496,          0.00017024,            0.004093,            0.004093,            0.004093
                 181,            0.010183,           0.0029559,          0.00020925,             0.99968,                   1,               0.995,             0.91043,            0.006824,           0.0018111,          0.00015981,             0.00406,             0.00406,             0.00406
                 182,              0.0102,           0.0029912,          0.00022117,             0.99971,                   1,               0.995,             0.91037,           0.0067817,           0.0018013,          0.00016046,            0.004027,            0.004027,            0.004027
                 183,            0.010325,           0.0029469,          0.00022411,             0.99968,                   1,               0.995,             0.91216,           0.0069659,           0.0018123,          0.00016125,            0.003994,            0.003994,            0.003994
                 184,            0.010169,           0.0028659,          0.00021075,             0.99973,                   1,               0.995,             0.90514,           0.0070034,           0.0018236,          0.00015424,            0.003961,            0.003961,            0.003961
                 185,            0.010452,           0.0028681,          0.00021217,             0.99974,                   1,               0.995,             0.90187,           0.0069047,           0.0018221,          0.00015724,            0.003928,            0.003928,            0.003928
                 186,            0.010553,           0.0028254,          0.00022112,             0.99966,                   1,               0.995,             0.90809,           0.0068363,           0.0018414,          0.00015168,            0.003895,            0.003895,            0.003895
                 187,            0.010005,           0.0028831,           0.0002108,              0.9997,                   1,               0.995,             0.91239,           0.0068107,           0.0018224,          0.00015925,            0.003862,            0.003862,            0.003862
                 188,             0.01026,           0.0029379,          0.00028478,             0.99971,                   1,               0.995,             0.91162,           0.0068317,           0.0017975,          0.00015523,            0.003829,            0.003829,            0.003829
                 189,           0.0096445,           0.0028868,           0.0002184,              0.9997,                   1,               0.995,             0.91145,           0.0067994,           0.0018226,          0.00015312,            0.003796,            0.003796,            0.003796
                 190,           0.0098241,            0.002858,          0.00021442,             0.99966,                   1,               0.995,              0.9154,           0.0067765,            0.001827,          0.00014229,            0.003763,            0.003763,            0.003763
                 191,           0.0098406,           0.0028884,          0.00017798,             0.99973,                   1,               0.995,             0.91832,           0.0065929,           0.0017893,          0.00013345,             0.00373,             0.00373,             0.00373
                 192,           0.0096435,           0.0028802,          0.00018903,             0.99972,                   1,               0.995,             0.91233,           0.0066637,           0.0017968,          0.00013487,            0.003697,            0.003697,            0.003697
                 193,           0.0099659,           0.0029815,          0.00019226,             0.99965,                   1,               0.995,             0.91038,           0.0067982,           0.0018256,          0.00013241,            0.003664,            0.003664,            0.003664
                 194,           0.0099816,           0.0029086,          0.00017878,              0.9997,                   1,               0.995,              0.9125,           0.0066173,           0.0018028,          0.00013747,            0.003631,            0.003631,            0.003631
                 195,           0.0095051,           0.0028521,           0.0002101,             0.99973,                   1,               0.995,             0.91234,           0.0066702,            0.001785,          0.00013998,            0.003598,            0.003598,            0.003598
                 196,            0.010037,           0.0029724,          0.00018822,             0.99973,                   1,               0.995,             0.91621,           0.0066984,           0.0017923,          0.00013698,            0.003565,            0.003565,            0.003565
                 197,           0.0097365,           0.0028166,          0.00021258,             0.99971,                   1,               0.995,             0.91415,           0.0067791,           0.0018406,           0.0001377,            0.003532,            0.003532,            0.003532
                 198,            0.009509,           0.0028936,          0.00021088,             0.99971,                   1,               0.995,             0.90842,           0.0066519,           0.0018147,          0.00014246,            0.003499,            0.003499,            0.003499
                 199,           0.0094299,           0.0027901,           0.0002008,              0.9997,                   1,               0.995,             0.91023,           0.0066319,           0.0018027,          0.00014119,            0.003466,            0.003466,            0.003466
                 200,           0.0090473,           0.0029131,          0.00020068,             0.99963,                   1,               0.995,             0.91214,           0.0066877,           0.0017937,          0.00013128,            0.003433,            0.003433,            0.003433
                 201,           0.0096046,           0.0028304,           0.0002086,             0.99968,                   1,               0.995,              0.9101,           0.0066751,           0.0017903,          0.00011582,              0.0034,              0.0034,              0.0034
                 202,           0.0095592,           0.0028829,          0.00016649,             0.99969,                   1,               0.995,             0.91209,           0.0067246,           0.0017722,          0.00011445,            0.003367,            0.003367,            0.003367
                 203,           0.0093872,           0.0027823,          0.00015824,             0.99965,                   1,               0.995,             0.91015,           0.0066387,           0.0017715,          0.00011797,            0.003334,            0.003334,            0.003334
                 204,            0.009506,           0.0027435,          0.00015674,              0.9997,                   1,               0.995,             0.91639,           0.0065031,            0.001769,          0.00011698,            0.003301,            0.003301,            0.003301
                 205,            0.009332,            0.002745,          0.00017958,             0.99964,                   1,               0.995,             0.91175,            0.006814,           0.0018061,          0.00011807,            0.003268,            0.003268,            0.003268
                 206,           0.0095291,           0.0029263,          0.00016376,             0.99972,                   1,               0.995,             0.91308,           0.0065927,           0.0017826,          0.00011194,            0.003235,            0.003235,            0.003235
                 207,           0.0096491,            0.002864,          0.00015886,             0.99972,                   1,               0.995,             0.91439,           0.0067084,           0.0017728,          0.00011613,            0.003202,            0.003202,            0.003202
                 208,           0.0092369,           0.0026799,          0.00015806,             0.99972,                   1,               0.995,             0.91512,           0.0066485,           0.0017783,          0.00011749,            0.003169,            0.003169,            0.003169
                 209,           0.0094449,           0.0028472,          0.00015386,             0.99974,                   1,               0.995,              0.9161,           0.0066686,           0.0017661,          0.00011644,            0.003136,            0.003136,            0.003136
                 210,           0.0094077,           0.0028114,          0.00015649,             0.99973,                   1,               0.995,             0.91851,            0.006637,           0.0017622,          0.00011565,            0.003103,            0.003103,            0.003103
                 211,           0.0093899,           0.0026393,           0.0001794,             0.99973,                   1,               0.995,             0.91493,           0.0066824,           0.0017521,          0.00012025,             0.00307,             0.00307,             0.00307
                 212,            0.009015,            0.002905,           0.0001603,             0.99972,                   1,               0.995,             0.91729,           0.0065455,           0.0017519,           0.0001165,            0.003037,            0.003037,            0.003037
                 213,           0.0096073,           0.0027997,          0.00019106,             0.99964,                   1,               0.995,             0.91525,            0.006494,           0.0017395,          0.00011312,            0.003004,            0.003004,            0.003004
                 214,           0.0093811,           0.0029257,          0.00015486,             0.99966,                   1,               0.995,             0.92017,           0.0065461,           0.0017356,          0.00010634,            0.002971,            0.002971,            0.002971
                 215,           0.0093907,           0.0028135,          0.00016234,             0.99973,                   1,               0.995,             0.92371,           0.0065066,           0.0017189,          0.00010909,            0.002938,            0.002938,            0.002938
                 216,           0.0090176,            0.002812,          0.00016464,             0.99972,                   1,               0.995,             0.91347,           0.0065773,           0.0017314,           0.0001058,            0.002905,            0.002905,            0.002905
                 217,           0.0092057,           0.0027839,          0.00013489,             0.99959,                   1,               0.995,             0.91969,           0.0064273,           0.0017466,          9.9199e-05,            0.002872,            0.002872,            0.002872
                 218,           0.0092461,            0.002842,          0.00014315,             0.99957,                   1,               0.995,             0.91546,           0.0065682,           0.0017519,           0.0001015,            0.002839,            0.002839,            0.002839
                 219,           0.0091528,           0.0028068,          0.00014023,             0.99964,                   1,               0.995,             0.91456,           0.0063915,            0.001738,          0.00010274,            0.002806,            0.002806,            0.002806
                 220,           0.0090585,           0.0028002,          0.00014861,             0.99969,                   1,               0.995,              0.9121,           0.0065834,           0.0017645,          0.00010457,            0.002773,            0.002773,            0.002773
                 221,           0.0090351,           0.0025704,          0.00014567,              0.9997,                   1,               0.995,             0.91264,           0.0067131,           0.0017476,          9.9819e-05,             0.00274,             0.00274,             0.00274
                 222,           0.0090828,           0.0027663,           0.0001333,             0.99965,                   1,               0.995,             0.91602,           0.0065736,            0.001733,          9.5829e-05,            0.002707,            0.002707,            0.002707
                 223,           0.0090855,           0.0027065,          0.00013459,             0.99964,                   1,               0.995,              0.9183,           0.0064508,           0.0017433,          9.9158e-05,            0.002674,            0.002674,            0.002674
                 224,           0.0093766,           0.0029205,          0.00013599,             0.99963,                   1,               0.995,             0.91389,           0.0064399,           0.0017231,          0.00010166,            0.002641,            0.002641,            0.002641
                 225,           0.0088083,           0.0027481,          0.00012822,             0.99968,                   1,               0.995,             0.91545,           0.0065477,           0.0017384,           9.473e-05,            0.002608,            0.002608,            0.002608
                 226,            0.009033,           0.0027228,          0.00012817,              0.9996,                   1,               0.995,             0.91851,           0.0065049,           0.0017403,          9.1372e-05,            0.002575,            0.002575,            0.002575
                 227,           0.0088781,            0.002701,          0.00014263,             0.99956,                   1,               0.995,             0.91578,           0.0064142,           0.0017292,          9.0906e-05,            0.002542,            0.002542,            0.002542
                 228,           0.0088217,           0.0026507,           0.0001244,             0.99959,                   1,               0.995,             0.91288,           0.0063773,           0.0017342,          9.2203e-05,            0.002509,            0.002509,            0.002509
                 229,           0.0087491,           0.0026756,          0.00012068,             0.99963,                   1,               0.995,               0.913,           0.0065366,           0.0017336,          9.0473e-05,            0.002476,            0.002476,            0.002476
                 230,           0.0088743,           0.0025813,          0.00013787,             0.99975,                   1,               0.995,              0.9197,           0.0065571,           0.0017258,          8.7563e-05,            0.002443,            0.002443,            0.002443
                 231,           0.0087986,           0.0028862,          0.00014619,             0.99967,                   1,               0.995,             0.91357,            0.006433,           0.0017302,          8.7555e-05,             0.00241,             0.00241,             0.00241
                 232,           0.0088956,           0.0026222,          0.00013264,             0.99966,                   1,               0.995,             0.91625,           0.0063539,           0.0017121,          8.7179e-05,            0.002377,            0.002377,            0.002377
                 233,           0.0089007,           0.0027239,          0.00012559,             0.99961,                   1,               0.995,             0.91777,            0.006391,           0.0017272,          8.7893e-05,            0.002344,            0.002344,            0.002344
                 234,           0.0087144,           0.0027553,          0.00013864,             0.99959,                   1,               0.995,             0.91149,           0.0064417,           0.0017511,          8.4879e-05,            0.002311,            0.002311,            0.002311
                 235,           0.0087275,           0.0027992,          0.00014295,             0.99969,                   1,               0.995,             0.91792,            0.006388,           0.0017317,          8.4209e-05,            0.002278,            0.002278,            0.002278
                 236,           0.0085568,           0.0026406,          0.00011313,             0.99974,                   1,               0.995,             0.91588,           0.0063825,           0.0017183,          8.5095e-05,            0.002245,            0.002245,            0.002245
                 237,           0.0087499,           0.0027792,          0.00011245,             0.99974,                   1,               0.995,             0.91548,           0.0063991,           0.0017153,          8.1114e-05,            0.002212,            0.002212,            0.002212
                 238,           0.0085192,           0.0027285,           0.0001116,             0.99974,                   1,               0.995,               0.919,           0.0064263,           0.0017134,          7.9861e-05,            0.002179,            0.002179,            0.002179
                 239,           0.0087529,            0.002614,           0.0001167,             0.99973,                   1,               0.995,             0.91729,           0.0064233,            0.001719,          7.9656e-05,            0.002146,            0.002146,            0.002146
                 240,           0.0087939,           0.0028066,           0.0001333,             0.99968,                   1,               0.995,             0.92341,           0.0064094,           0.0017152,          7.9557e-05,            0.002113,            0.002113,            0.002113
                 241,           0.0087591,           0.0027392,          0.00011268,             0.99963,                   1,               0.995,             0.92007,            0.006384,           0.0017111,          8.0531e-05,             0.00208,             0.00208,             0.00208
                 242,           0.0083929,           0.0026576,          0.00011572,             0.99962,                   1,               0.995,               0.917,           0.0063786,           0.0017182,          7.8869e-05,            0.002047,            0.002047,            0.002047
                 243,           0.0084641,           0.0026135,          0.00011223,             0.99962,                   1,               0.995,              0.9202,           0.0062951,           0.0017227,          7.6276e-05,            0.002014,            0.002014,            0.002014
                 244,           0.0082999,           0.0025673,          9.9881e-05,             0.99965,                   1,               0.995,             0.91817,           0.0063459,           0.0017614,          7.1883e-05,            0.001981,            0.001981,            0.001981
                 245,            0.008388,           0.0027252,          0.00010629,             0.99968,                   1,               0.995,             0.91562,            0.006382,           0.0017428,          6.9043e-05,            0.001948,            0.001948,            0.001948
                 246,           0.0085682,           0.0025974,          0.00012432,             0.99965,                   1,               0.995,             0.92443,           0.0062722,           0.0017082,          6.8664e-05,            0.001915,            0.001915,            0.001915
                 247,           0.0083521,           0.0027427,          9.9982e-05,             0.99963,                   1,               0.995,              0.9223,           0.0063805,           0.0017215,          6.6048e-05,            0.001882,            0.001882,            0.001882
                 248,           0.0084158,           0.0027274,           0.0001111,             0.99972,                   1,               0.995,             0.91926,           0.0064273,           0.0017207,          6.2855e-05,            0.001849,            0.001849,            0.001849
                 249,           0.0082091,           0.0026703,           0.0001021,              0.9997,                   1,               0.995,             0.91692,           0.0063328,           0.0017031,          6.2807e-05,            0.001816,            0.001816,            0.001816
                 250,           0.0083399,           0.0025385,          9.8281e-05,             0.99971,                   1,               0.995,              0.9227,            0.006385,           0.0017041,          6.2981e-05,            0.001783,            0.001783,            0.001783
                 251,           0.0083584,           0.0026137,            9.53e-05,             0.99972,                   1,               0.995,             0.91921,           0.0063075,            0.001699,          6.2429e-05,             0.00175,             0.00175,             0.00175
                 252,           0.0084698,           0.0026827,          0.00010896,             0.99969,                   1,               0.995,              0.9228,           0.0064244,           0.0016889,          6.2651e-05,            0.001717,            0.001717,            0.001717
                 253,           0.0083923,           0.0027371,          0.00010713,             0.99966,                   1,               0.995,             0.92108,           0.0063004,           0.0016858,           6.295e-05,            0.001684,            0.001684,            0.001684
                 254,           0.0083434,           0.0027008,            9.69e-05,             0.99973,                   1,               0.995,             0.92491,           0.0063001,           0.0016831,          6.2457e-05,            0.001651,            0.001651,            0.001651
                 255,           0.0081425,           0.0025264,          9.1722e-05,             0.99966,                   1,               0.995,              0.9239,           0.0062491,           0.0016863,          6.2165e-05,            0.001618,            0.001618,            0.001618
                 256,           0.0081552,           0.0024823,           9.568e-05,             0.99966,                   1,               0.995,             0.92474,           0.0062155,           0.0016919,          6.0727e-05,            0.001585,            0.001585,            0.001585
                 257,           0.0085236,            0.002738,          8.7771e-05,             0.99972,                   1,               0.995,             0.92378,           0.0063161,           0.0016967,          5.7694e-05,            0.001552,            0.001552,            0.001552
                 258,           0.0084419,           0.0027888,          0.00010256,             0.99967,                   1,               0.995,             0.92503,           0.0062579,            0.001696,          5.7766e-05,            0.001519,            0.001519,            0.001519
                 259,           0.0081445,            0.002761,           8.558e-05,             0.99962,                   1,               0.995,             0.92312,           0.0062636,           0.0016898,          5.8821e-05,            0.001486,            0.001486,            0.001486
                 260,           0.0081848,           0.0025329,          8.9716e-05,             0.99967,                   1,               0.995,             0.92395,            0.006267,           0.0016771,          5.8987e-05,            0.001453,            0.001453,            0.001453
                 261,           0.0082909,           0.0025515,          9.3633e-05,             0.99969,                   1,               0.995,             0.92182,           0.0062389,            0.001681,          5.7755e-05,             0.00142,             0.00142,             0.00142
                 262,           0.0080468,           0.0025728,          0.00010286,              0.9996,                   1,               0.995,             0.92464,           0.0062546,           0.0016813,          5.7166e-05,            0.001387,            0.001387,            0.001387
                 263,           0.0082233,             0.00261,          8.4172e-05,              0.9996,                   1,               0.995,             0.92478,           0.0062316,           0.0016867,          5.5753e-05,            0.001354,            0.001354,            0.001354
                 264,           0.0081522,            0.002584,          9.1164e-05,             0.99966,                   1,               0.995,             0.92577,            0.006262,           0.0016848,          5.3895e-05,            0.001321,            0.001321,            0.001321
                 265,            0.008218,           0.0026338,          9.4084e-05,             0.99966,                   1,               0.995,             0.92754,           0.0062165,              0.0017,          5.3336e-05,            0.001288,            0.001288,            0.001288
                 266,           0.0081056,           0.0025482,           9.641e-05,             0.99968,                   1,               0.995,             0.92488,           0.0061477,           0.0016819,          5.4028e-05,            0.001255,            0.001255,            0.001255
                 267,           0.0084052,           0.0027047,          8.1142e-05,             0.99975,                   1,               0.995,             0.92522,           0.0062313,           0.0016758,          5.4948e-05,            0.001222,            0.001222,            0.001222
                 268,            0.008133,           0.0025514,          8.3426e-05,             0.99975,                   1,               0.995,             0.92234,           0.0062346,           0.0016739,          5.4011e-05,            0.001189,            0.001189,            0.001189
                 269,           0.0082876,            0.002676,          8.4577e-05,             0.99973,                   1,               0.995,             0.92336,           0.0061441,           0.0016765,          5.2987e-05,            0.001156,            0.001156,            0.001156
                 270,           0.0082872,           0.0025295,          8.8891e-05,              0.9997,                   1,               0.995,             0.92565,           0.0061579,            0.001692,          5.2252e-05,            0.001123,            0.001123,            0.001123
                 271,           0.0080931,           0.0026454,          7.8353e-05,             0.99971,                   1,               0.995,             0.92593,           0.0061743,           0.0016808,          5.1717e-05,             0.00109,             0.00109,             0.00109
                 272,           0.0081891,            0.002599,          7.9611e-05,             0.99974,                   1,               0.995,             0.92643,           0.0062418,           0.0016817,          5.0065e-05,            0.001057,            0.001057,            0.001057
                 273,           0.0082618,           0.0026247,           8.599e-05,             0.99968,                   1,               0.995,             0.92566,           0.0061887,           0.0016622,          4.8537e-05,            0.001024,            0.001024,            0.001024
                 274,           0.0078914,           0.0026425,          8.7523e-05,             0.99964,                   1,               0.995,             0.92382,            0.006125,           0.0016536,          4.8177e-05,            0.000991,            0.000991,            0.000991
                 275,           0.0080087,           0.0025944,          7.8843e-05,             0.99963,                   1,               0.995,             0.92277,            0.006221,           0.0016756,          4.8997e-05,            0.000958,            0.000958,            0.000958
                 276,           0.0080834,           0.0026294,          8.3405e-05,             0.99968,                   1,               0.995,               0.924,           0.0061665,           0.0016615,           4.963e-05,            0.000925,            0.000925,            0.000925
                 277,           0.0078763,            0.002585,          7.9845e-05,             0.99968,                   1,               0.995,             0.92314,           0.0061533,           0.0016637,          4.7999e-05,            0.000892,            0.000892,            0.000892
                 278,           0.0076958,           0.0025608,          9.5056e-05,             0.99964,                   1,               0.995,             0.92475,           0.0061279,           0.0016766,          4.6944e-05,            0.000859,            0.000859,            0.000859
                 279,           0.0080091,           0.0025999,          0.00010483,             0.99963,                   1,               0.995,             0.92512,           0.0061224,           0.0016789,          4.5052e-05,            0.000826,            0.000826,            0.000826
                 280,           0.0082857,           0.0026335,            8.75e-05,             0.99965,                   1,               0.995,             0.92739,           0.0061339,           0.0016653,           4.466e-05,            0.000793,            0.000793,            0.000793
                 281,           0.0080703,           0.0025706,          7.4282e-05,             0.99963,                   1,               0.995,             0.92158,           0.0061064,            0.001668,          4.4457e-05,             0.00076,             0.00076,             0.00076
                 282,           0.0077747,           0.0024058,          7.6384e-05,             0.99961,                   1,               0.995,             0.92417,           0.0061067,            0.001671,          4.4699e-05,            0.000727,            0.000727,            0.000727
                 283,           0.0077755,           0.0025875,          7.7019e-05,             0.99961,                   1,               0.995,             0.92514,           0.0061481,            0.001667,          4.4058e-05,            0.000694,            0.000694,            0.000694
                 284,           0.0077668,           0.0026402,          7.7891e-05,             0.99961,                   1,               0.995,              0.9278,           0.0061375,           0.0016599,          4.3062e-05,            0.000661,            0.000661,            0.000661
                 285,           0.0077818,           0.0024738,          7.3631e-05,             0.99967,                   1,               0.995,             0.92673,           0.0060568,           0.0016472,          4.1635e-05,            0.000628,            0.000628,            0.000628
                 286,           0.0079343,           0.0025918,          8.0098e-05,             0.99966,                   1,               0.995,             0.92771,           0.0060497,           0.0016457,          4.1232e-05,            0.000595,            0.000595,            0.000595
                 287,           0.0078059,           0.0026055,          6.7951e-05,              0.9996,                   1,               0.995,             0.92603,           0.0060925,           0.0016497,          4.1039e-05,            0.000562,            0.000562,            0.000562
                 288,           0.0079455,           0.0024517,          6.8161e-05,              0.9996,                   1,               0.995,             0.92944,           0.0060705,            0.001647,          4.1027e-05,            0.000529,            0.000529,            0.000529
                 289,           0.0077131,           0.0024752,          7.3994e-05,             0.99962,                   1,               0.995,             0.92864,           0.0060573,           0.0016477,          4.1226e-05,            0.000496,            0.000496,            0.000496
                 290,           0.0077053,           0.0023738,          6.6068e-05,             0.99964,                   1,               0.995,             0.92558,           0.0060965,           0.0016582,          4.0827e-05,            0.000463,            0.000463,            0.000463
                 291,           0.0077618,           0.0025381,          7.3027e-05,             0.99965,                   1,               0.995,             0.92855,           0.0060434,           0.0016507,            4.02e-05,             0.00043,             0.00043,             0.00043
                 292,           0.0076718,            0.002545,          8.5522e-05,             0.99967,                   1,               0.995,             0.92862,           0.0060333,           0.0016457,          3.9685e-05,            0.000397,            0.000397,            0.000397
                 293,           0.0076508,           0.0025971,          9.7263e-05,             0.99967,                   1,               0.995,             0.92489,           0.0060434,            0.001652,          3.9264e-05,            0.000364,            0.000364,            0.000364
                 294,           0.0078288,           0.0025611,           7.913e-05,             0.99965,                   1,               0.995,             0.92546,           0.0060478,           0.0016553,          3.9253e-05,            0.000331,            0.000331,            0.000331
                 295,           0.0077895,           0.0026361,          7.1056e-05,             0.99963,                   1,               0.995,             0.92541,           0.0060061,           0.0016502,          3.9505e-05,            0.000298,            0.000298,            0.000298
                 296,           0.0081864,           0.0027031,          7.1235e-05,             0.99962,                   1,               0.995,             0.92674,           0.0060375,           0.0016504,          3.9573e-05,            0.000265,            0.000265,            0.000265
                 297,           0.0076938,           0.0024923,          7.6077e-05,              0.9996,                   1,               0.995,             0.92616,           0.0060168,           0.0016503,           3.966e-05,            0.000232,            0.000232,            0.000232
                 298,            0.007864,           0.0026793,          7.6883e-05,             0.99961,                   1,               0.995,              0.9267,           0.0060163,           0.0016518,          3.9591e-05,            0.000199,            0.000199,            0.000199
                 299,           0.0076303,           0.0025001,          6.7277e-05,             0.99962,                   1,               0.995,             0.92678,           0.0060092,           0.0016477,          3.9352e-05,            0.000166,            0.000166,            0.000166
