               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,             0.01973,            0.010401,           0.0003132,             0.98808,             0.99384,             0.99336,             0.77985,            0.013429,           0.0066757,          0.00028139,            0.004786,            0.004786,            0.004786
                 160,            0.020493,            0.010748,          0.00031205,             0.98534,             0.99387,             0.99354,             0.79331,            0.013091,           0.0066557,          0.00025794,            0.004753,            0.004753,            0.004753
                 161,            0.019894,            0.010009,          0.00031917,             0.98783,             0.99348,             0.99381,             0.79486,            0.012914,           0.0065997,          0.00025399,             0.00472,             0.00472,             0.00472
                 162,            0.019839,            0.010938,          0.00032941,             0.98885,             0.99321,             0.99386,             0.79825,            0.012918,            0.006596,          0.00025984,            0.004687,            0.004687,            0.004687
                 163,            0.019902,            0.010121,          0.00030823,             0.98853,             0.99123,             0.99374,             0.79617,            0.012987,           0.0066096,          0.00025161,            0.004654,            0.004654,            0.004654
                 164,            0.019515,            0.010188,          0.00032505,             0.99055,             0.99086,             0.99357,              0.8003,            0.012757,           0.0065576,          0.00024441,            0.004621,            0.004621,            0.004621
                 165,            0.019529,            0.010345,          0.00031585,             0.98996,             0.99367,             0.99364,             0.79825,            0.012893,           0.0065631,          0.00026186,            0.004588,            0.004588,            0.004588
                 166,            0.019739,             0.01026,          0.00038014,             0.99068,             0.99268,             0.99401,              0.8016,            0.012664,           0.0065246,           0.0002563,            0.004555,            0.004555,            0.004555
                 167,            0.019515,            0.010623,          0.00031137,             0.98549,              0.9892,              0.9912,             0.80221,            0.012822,            0.006501,          0.00024767,            0.004522,            0.004522,            0.004522
                 168,            0.019301,            0.010006,          0.00033601,             0.99099,             0.98985,             0.99361,             0.79783,            0.013025,           0.0065291,          0.00025836,            0.004489,            0.004489,            0.004489
                 169,            0.019402,            0.010606,          0.00029096,             0.99043,             0.99135,             0.99317,             0.79516,            0.012878,           0.0065098,          0.00024158,            0.004456,            0.004456,            0.004456
                 170,            0.019431,            0.010333,          0.00029054,             0.98916,             0.99193,             0.99293,              0.7943,            0.012964,           0.0065376,          0.00023173,            0.004423,            0.004423,            0.004423
                 171,            0.019213,            0.010586,          0.00034353,             0.98838,             0.99068,             0.99357,             0.80324,            0.012561,           0.0064817,          0.00024918,             0.00439,             0.00439,             0.00439
                 172,            0.019295,            0.010287,          0.00027653,             0.99168,             0.98916,             0.99376,              0.8039,            0.012668,           0.0065027,          0.00022751,            0.004357,            0.004357,            0.004357
                 173,            0.019539,            0.010375,          0.00027315,             0.98274,             0.98844,             0.99137,             0.79978,            0.012849,            0.006604,          0.00021373,            0.004324,            0.004324,            0.004324
                 174,            0.018878,             0.01065,          0.00028534,             0.98659,             0.99294,             0.99393,             0.80132,            0.012706,           0.0065258,          0.00024115,            0.004291,            0.004291,            0.004291
                 175,            0.019151,            0.010034,          0.00038014,             0.98644,             0.99332,              0.9938,             0.80151,            0.012795,           0.0065029,          0.00024433,            0.004258,            0.004258,            0.004258
                 176,             0.01942,            0.010319,          0.00027953,             0.98961,             0.98475,             0.99127,             0.79816,            0.012828,           0.0065272,          0.00021747,            0.004225,            0.004225,            0.004225
                 177,             0.01931,            0.010436,          0.00029184,             0.98649,             0.99249,             0.99373,             0.80191,            0.012733,           0.0065241,          0.00021905,            0.004192,            0.004192,            0.004192
                 178,            0.019185,            0.010505,           0.0002836,             0.98303,             0.98991,             0.99174,             0.80312,            0.013037,           0.0065469,          0.00021778,            0.004159,            0.004159,            0.004159
                 179,            0.018934,            0.010195,          0.00029859,             0.98453,             0.98888,             0.99136,             0.80183,            0.012857,           0.0065137,          0.00020573,            0.004126,            0.004126,            0.004126
                 180,            0.019177,             0.01056,          0.00026082,             0.98901,             0.99326,             0.99362,             0.79725,            0.012873,           0.0065754,          0.00021312,            0.004093,            0.004093,            0.004093
                 181,            0.019362,            0.010237,          0.00029447,             0.99018,             0.99246,               0.994,             0.80614,            0.012656,           0.0064586,           0.0002242,             0.00406,             0.00406,             0.00406
                 182,            0.018818,           0.0097938,          0.00030111,             0.99071,              0.9868,             0.99155,              0.8031,            0.012762,           0.0065031,          0.00023783,            0.004027,            0.004027,            0.004027
                 183,            0.018981,            0.009727,           0.0003025,             0.98798,             0.99271,             0.99343,             0.80144,             0.01266,           0.0064826,          0.00023997,            0.003994,            0.003994,            0.003994
                 184,            0.018765,           0.0099669,          0.00030219,             0.98984,             0.99278,             0.99394,               0.805,            0.012513,           0.0064855,          0.00023461,            0.003961,            0.003961,            0.003961
                 185,            0.018912,            0.010209,          0.00027712,              0.9911,              0.9928,             0.99383,             0.80567,            0.012546,           0.0064811,          0.00021458,            0.003928,            0.003928,            0.003928
                 186,            0.018607,            0.010078,          0.00029113,             0.99009,             0.99231,             0.99348,             0.80524,             0.01237,           0.0064448,          0.00020424,            0.003895,            0.003895,            0.003895
                 187,            0.018401,            0.010366,          0.00024329,             0.99195,             0.99258,              0.9937,             0.80493,            0.012291,           0.0064257,          0.00019865,            0.003862,            0.003862,            0.003862
                 188,            0.018871,            0.010061,          0.00028605,             0.99118,             0.99199,              0.9943,             0.80667,            0.012443,           0.0064153,           0.0001958,            0.003829,            0.003829,            0.003829
                 189,            0.018396,            0.010414,          0.00026444,             0.98598,             0.98994,              0.9913,             0.80375,             0.01238,           0.0063733,          0.00020606,            0.003796,            0.003796,            0.003796
                 190,            0.018852,            0.010339,          0.00024313,             0.98742,             0.98899,             0.99106,             0.81313,            0.012273,           0.0063847,          0.00019014,            0.003763,            0.003763,            0.003763
                 191,            0.018884,            0.010357,           0.0002426,             0.98688,             0.98805,             0.99131,             0.81008,            0.012312,           0.0063651,          0.00018632,             0.00373,             0.00373,             0.00373
                 192,            0.018347,           0.0096539,          0.00023712,              0.9881,             0.98992,             0.99112,             0.81283,            0.012279,           0.0063231,          0.00018916,            0.003697,            0.003697,            0.003697
                 193,            0.018385,            0.009726,          0.00033909,             0.99072,             0.99273,             0.99423,             0.80342,            0.012299,            0.006371,          0.00020749,            0.003664,            0.003664,            0.003664
                 194,            0.018132,           0.0096402,          0.00024141,             0.99075,             0.99247,             0.99395,             0.80775,            0.012415,            0.006391,          0.00020662,            0.003631,            0.003631,            0.003631
                 195,            0.018544,           0.0096347,          0.00025018,             0.98495,             0.98954,             0.99125,             0.80775,            0.012374,           0.0063355,          0.00019945,            0.003598,            0.003598,            0.003598
                 196,            0.018184,           0.0099078,          0.00024847,              0.9883,             0.99314,             0.99376,             0.80507,            0.012454,           0.0064119,          0.00018961,            0.003565,            0.003565,            0.003565
                 197,             0.01904,           0.0099163,          0.00026561,              0.9892,             0.99371,             0.99388,             0.80648,             0.01244,           0.0063808,          0.00018243,            0.003532,            0.003532,            0.003532
                 198,            0.018393,            0.010121,          0.00022973,             0.98737,             0.99237,             0.99385,              0.8079,            0.012361,           0.0064554,          0.00019455,            0.003499,            0.003499,            0.003499
                 199,            0.018364,           0.0098638,          0.00023796,             0.98576,             0.98719,              0.9911,             0.80785,            0.012345,            0.006432,          0.00019243,            0.003466,            0.003466,            0.003466
                 200,            0.018236,            0.010386,          0.00023807,             0.98604,             0.98878,             0.99136,             0.80568,            0.012508,           0.0063847,           0.0001809,            0.003433,            0.003433,            0.003433
                 201,             0.01827,           0.0096293,          0.00031731,             0.99044,             0.99286,             0.99371,             0.80797,             0.01228,           0.0063405,          0.00019266,              0.0034,              0.0034,              0.0034
                 202,            0.018367,           0.0097488,          0.00023101,             0.99014,             0.99334,             0.99386,             0.80767,            0.012367,           0.0064109,          0.00018319,            0.003367,            0.003367,            0.003367
                 203,            0.018394,             0.01021,          0.00021391,             0.99073,             0.99188,             0.99363,             0.81113,            0.012229,           0.0063367,          0.00018062,            0.003334,            0.003334,            0.003334
                 204,            0.017934,           0.0099149,          0.00023516,             0.99052,             0.99223,             0.99366,             0.81083,            0.012104,           0.0063337,          0.00016776,            0.003301,            0.003301,            0.003301
                 205,            0.018263,            0.010334,          0.00021441,             0.98989,             0.99257,             0.99369,             0.81486,            0.012132,           0.0063561,          0.00015942,            0.003268,            0.003268,            0.003268
                 206,            0.018202,           0.0099279,          0.00020492,             0.99141,              0.9918,             0.99431,             0.81099,            0.012231,           0.0063548,          0.00015925,            0.003235,            0.003235,            0.003235
                 207,            0.018202,           0.0097505,          0.00027274,             0.99152,             0.99346,             0.99444,               0.813,              0.0122,           0.0063187,          0.00017943,            0.003202,            0.003202,            0.003202
                 208,            0.018236,            0.010064,          0.00024901,             0.98576,             0.98908,             0.99171,             0.81365,            0.012158,           0.0062868,            0.000177,            0.003169,            0.003169,            0.003169
                 209,             0.01787,            0.010222,          0.00021365,             0.98558,             0.98846,             0.99162,             0.81007,            0.012287,            0.006333,          0.00016921,            0.003136,            0.003136,            0.003136
                 210,            0.017683,           0.0097506,          0.00022163,             0.98555,             0.98952,              0.9917,             0.81623,            0.011973,           0.0062368,          0.00016863,            0.003103,            0.003103,            0.003103
                 211,            0.017881,           0.0096274,          0.00020316,             0.98698,             0.99244,             0.99411,             0.82128,            0.011975,           0.0062555,           0.0001547,             0.00307,             0.00307,             0.00307
                 212,             0.01775,            0.010003,          0.00021134,             0.98644,             0.99249,             0.99392,             0.81564,            0.011986,           0.0063495,          0.00014822,            0.003037,            0.003037,            0.003037
                 213,            0.017766,           0.0097908,          0.00021205,             0.98322,             0.98963,              0.9915,             0.81759,            0.012028,           0.0063212,          0.00015982,            0.003004,            0.003004,            0.003004
                 214,            0.018227,           0.0098239,          0.00019744,             0.98816,             0.98897,             0.99379,             0.82035,            0.011809,           0.0063383,          0.00016217,            0.002971,            0.002971,            0.002971
                 215,            0.017164,           0.0093513,          0.00020006,             0.98751,             0.99223,             0.99404,             0.81497,            0.011958,           0.0062961,          0.00016044,            0.002938,            0.002938,            0.002938
                 216,            0.017261,           0.0096416,           0.0001957,             0.99021,             0.99108,             0.99407,             0.81709,            0.012004,           0.0062835,          0.00015483,            0.002905,            0.002905,            0.002905
                 217,            0.017938,           0.0094063,          0.00020126,             0.98859,             0.98999,             0.99371,             0.81715,            0.011792,           0.0062549,          0.00014414,            0.002872,            0.002872,            0.002872
                 218,            0.017931,            0.010095,          0.00020173,             0.98548,              0.9941,             0.99393,             0.81468,            0.011796,           0.0062598,           0.0001502,            0.002839,            0.002839,            0.002839
                 219,            0.017848,           0.0096441,          0.00020618,             0.98973,             0.99203,             0.99407,             0.81481,            0.011939,           0.0062903,          0.00014538,            0.002806,            0.002806,            0.002806
                 220,            0.018176,            0.010069,          0.00019682,             0.98794,              0.9928,             0.99414,             0.81563,            0.011869,           0.0062161,          0.00014401,            0.002773,            0.002773,            0.002773
                 221,            0.017618,           0.0095217,          0.00019189,             0.98723,              0.9928,             0.99384,             0.81895,            0.011925,           0.0062779,          0.00014683,             0.00274,             0.00274,             0.00274
                 222,            0.017421,           0.0099252,          0.00018726,             0.98221,             0.99108,             0.99152,             0.81444,            0.012061,           0.0062995,          0.00013681,            0.002707,            0.002707,            0.002707
                 223,             0.01755,           0.0097604,          0.00017196,             0.98822,             0.99293,             0.99432,             0.82137,            0.011889,           0.0062188,          0.00013689,            0.002674,            0.002674,            0.002674
                 224,            0.017638,            0.010129,          0.00018138,             0.98704,             0.99319,               0.994,             0.81898,            0.011686,           0.0062004,           0.0001433,            0.002641,            0.002641,            0.002641
                 225,            0.017476,           0.0095134,          0.00019401,             0.98735,             0.98871,             0.99187,              0.8161,            0.011949,           0.0062398,          0.00014518,            0.002608,            0.002608,            0.002608
                 226,            0.017875,           0.0098802,          0.00020447,             0.99239,             0.99107,             0.99426,             0.82368,            0.011599,           0.0061878,          0.00014523,            0.002575,            0.002575,            0.002575
                 227,            0.017521,           0.0094913,           0.0001944,             0.98792,             0.99227,             0.99405,             0.82133,            0.011782,           0.0061947,          0.00013353,            0.002542,            0.002542,            0.002542
                 228,            0.017669,           0.0096675,          0.00017251,             0.99089,              0.9913,             0.99426,             0.81719,            0.011855,           0.0062228,          0.00012702,            0.002509,            0.002509,            0.002509
                 229,            0.017452,           0.0096534,          0.00020724,             0.99085,             0.99324,             0.99422,             0.82244,            0.011579,           0.0061961,          0.00013435,            0.002476,            0.002476,            0.002476
                 230,            0.017359,           0.0096227,          0.00019629,             0.98509,             0.98852,             0.99201,             0.82015,            0.011664,           0.0061876,          0.00013905,            0.002443,            0.002443,            0.002443
                 231,            0.017338,            0.010314,          0.00018003,             0.98652,             0.98821,             0.99186,             0.82119,            0.011859,           0.0061802,          0.00013185,             0.00241,             0.00241,             0.00241
                 232,             0.01703,           0.0097463,          0.00016136,             0.98854,             0.99239,             0.99412,             0.82417,            0.011665,           0.0061509,          0.00012406,            0.002377,            0.002377,            0.002377
                 233,            0.017396,            0.010157,          0.00017238,             0.98831,             0.99376,             0.99425,             0.82898,            0.011408,           0.0061541,           0.0001239,            0.002344,            0.002344,            0.002344
                 234,            0.017468,           0.0094578,          0.00018798,             0.98904,             0.99295,             0.99421,             0.82602,            0.011561,           0.0061358,          0.00012066,            0.002311,            0.002311,            0.002311
                 235,            0.017314,           0.0096478,           0.0001667,             0.98531,             0.98962,             0.99166,             0.82428,            0.011604,           0.0061289,          0.00011547,            0.002278,            0.002278,            0.002278
                 236,            0.017484,           0.0095905,          0.00020327,             0.99061,              0.9921,             0.99417,             0.82321,            0.011621,           0.0061439,          0.00011456,            0.002245,            0.002245,            0.002245
                 237,            0.017365,           0.0096701,          0.00016489,             0.99032,             0.99067,             0.99424,             0.82794,            0.011461,           0.0061018,          0.00012058,            0.002212,            0.002212,            0.002212
                 238,            0.017566,            0.010002,          0.00020742,             0.99014,              0.9924,             0.99421,             0.82737,            0.011501,           0.0061026,           0.0001209,            0.002179,            0.002179,            0.002179
                 239,             0.01706,           0.0095273,          0.00017835,             0.98764,             0.99386,             0.99388,             0.82492,            0.011596,           0.0061545,          0.00011861,            0.002146,            0.002146,            0.002146
                 240,            0.017405,           0.0093888,          0.00016168,             0.98725,             0.99398,             0.99394,             0.82345,            0.011576,           0.0061419,          0.00011113,            0.002113,            0.002113,            0.002113
                 241,            0.016545,           0.0094919,          0.00015147,             0.99012,             0.99338,             0.99399,             0.82744,             0.01148,           0.0061179,          0.00010608,             0.00208,             0.00208,             0.00208
                 242,            0.017419,            0.009875,          0.00016337,             0.98809,             0.99453,             0.99434,              0.8237,            0.011628,           0.0061049,          0.00010812,            0.002047,            0.002047,            0.002047
                 243,             0.01694,           0.0099836,          0.00021001,             0.98832,              0.9942,             0.99392,              0.8251,            0.011472,           0.0061215,          0.00010702,            0.002014,            0.002014,            0.002014
                 244,            0.017367,           0.0093232,          0.00018422,             0.98833,             0.99424,             0.99407,             0.83028,            0.011405,           0.0060883,          0.00010521,            0.001981,            0.001981,            0.001981
                 245,            0.016957,           0.0097669,          0.00015935,             0.98767,             0.99484,             0.99403,             0.83165,            0.011413,            0.006111,          0.00010601,            0.001948,            0.001948,            0.001948
                 246,            0.017411,           0.0093506,          0.00016065,             0.98483,             0.99063,              0.9918,             0.83001,             0.01143,           0.0060913,          0.00010605,            0.001915,            0.001915,            0.001915
                 247,            0.016865,            0.009468,          0.00016227,             0.98633,             0.98981,             0.99181,             0.82824,            0.011433,           0.0060916,          0.00011027,            0.001882,            0.001882,            0.001882
                 248,            0.016688,           0.0092232,          0.00021336,             0.98975,             0.98734,             0.99191,             0.83086,            0.011373,           0.0060797,          0.00010939,            0.001849,            0.001849,            0.001849
                 249,             0.01686,           0.0093057,          0.00016915,             0.99008,             0.99357,             0.99427,             0.83018,            0.011264,           0.0060747,           0.0001051,            0.001816,            0.001816,            0.001816
                 250,            0.017165,           0.0094686,          0.00015142,             0.98523,             0.99095,             0.99181,             0.83114,            0.011426,            0.006074,          0.00011326,            0.001783,            0.001783,            0.001783
                 251,            0.016673,            0.010132,          0.00014865,             0.98534,             0.99031,             0.99178,             0.83219,            0.011374,            0.006071,          0.00010388,             0.00175,             0.00175,             0.00175
                 252,            0.016583,           0.0095678,          0.00014625,             0.98527,              0.9895,             0.99175,             0.83086,             0.01128,           0.0060669,          9.8932e-05,            0.001717,            0.001717,            0.001717
                 253,            0.016609,           0.0094987,          0.00014917,              0.9839,             0.99108,             0.99181,             0.83194,            0.011414,           0.0060676,          9.6047e-05,            0.001684,            0.001684,            0.001684
                 254,            0.017075,           0.0094975,          0.00014749,             0.98604,             0.99579,             0.99417,             0.82782,            0.011308,           0.0060795,          9.3513e-05,            0.001651,            0.001651,            0.001651
                 255,             0.01697,           0.0094422,           0.0001698,             0.98915,             0.99452,             0.99435,             0.83162,            0.011297,           0.0060544,          9.1872e-05,            0.001618,            0.001618,            0.001618
                 256,            0.016773,           0.0091751,          0.00017694,             0.99045,             0.99497,             0.99437,             0.83269,             0.01135,           0.0060482,          9.3665e-05,            0.001585,            0.001585,            0.001585
                 257,            0.016533,           0.0095948,          0.00016175,             0.99101,             0.99418,             0.99438,             0.83341,            0.011195,           0.0060201,          9.3808e-05,            0.001552,            0.001552,            0.001552
                 258,            0.017091,           0.0093331,          0.00014584,              0.9905,             0.99289,             0.99421,             0.83327,            0.011344,           0.0060231,          9.1197e-05,            0.001519,            0.001519,            0.001519
                 259,            0.017174,           0.0093184,            0.000163,             0.99118,             0.99434,             0.99437,             0.83063,            0.011375,           0.0060338,          8.9109e-05,            0.001486,            0.001486,            0.001486
                 260,            0.016791,           0.0095089,          0.00014211,             0.99062,             0.99279,             0.99434,             0.83375,            0.011239,           0.0060226,          8.7962e-05,            0.001453,            0.001453,            0.001453
                 261,            0.016245,           0.0095897,          0.00016276,              0.9897,             0.99297,             0.99405,             0.83435,            0.011206,           0.0060151,          8.8706e-05,             0.00142,             0.00142,             0.00142
                 262,            0.016841,           0.0095854,          0.00013109,             0.98942,             0.99412,             0.99418,             0.83322,            0.011163,            0.006013,          8.5292e-05,            0.001387,            0.001387,            0.001387
                 263,            0.016666,           0.0093834,          0.00012166,             0.99198,             0.99322,             0.99429,             0.83282,            0.011205,           0.0060353,          7.9064e-05,            0.001354,            0.001354,            0.001354
                 264,            0.016176,           0.0095345,          0.00014753,             0.99208,             0.99227,             0.99434,             0.83555,            0.011107,           0.0060083,          7.1133e-05,            0.001321,            0.001321,            0.001321
                 265,            0.016631,           0.0099421,          0.00012191,             0.98991,             0.99529,             0.99443,             0.83428,            0.011086,           0.0060066,          6.9773e-05,            0.001288,            0.001288,            0.001288
                 266,            0.016372,           0.0093748,          0.00011415,              0.9907,             0.99473,              0.9943,             0.83612,            0.011092,            0.005989,           7.059e-05,            0.001255,            0.001255,            0.001255
                 267,            0.016404,           0.0089418,          0.00013076,             0.99051,             0.99426,             0.99432,             0.83392,             0.01103,           0.0060031,          7.1992e-05,            0.001222,            0.001222,            0.001222
                 268,             0.01604,           0.0090013,          0.00013146,             0.99063,             0.99383,             0.99422,              0.8342,             0.01102,           0.0060031,          7.3379e-05,            0.001189,            0.001189,            0.001189
                 269,             0.01615,           0.0092013,          0.00012971,             0.99046,             0.99326,             0.99423,              0.8385,            0.011013,           0.0059728,          7.2107e-05,            0.001156,            0.001156,            0.001156
                 270,             0.01604,           0.0089569,          0.00012423,             0.98919,              0.9928,             0.99426,             0.83554,            0.011129,           0.0059863,          7.1753e-05,            0.001123,            0.001123,            0.001123
                 271,            0.016349,           0.0096129,          0.00011114,             0.98972,             0.99307,             0.99435,             0.83752,            0.011032,           0.0059837,          6.8039e-05,             0.00109,             0.00109,             0.00109
                 272,            0.016324,           0.0091417,          0.00011604,             0.99036,             0.99325,             0.99446,             0.83784,            0.010988,           0.0059902,          6.3503e-05,            0.001057,            0.001057,            0.001057
                 273,            0.016348,           0.0094173,          0.00015144,             0.99043,             0.99347,             0.99441,              0.8375,            0.011038,           0.0059845,          6.0747e-05,            0.001024,            0.001024,            0.001024
                 274,             0.01632,           0.0094136,          0.00011661,             0.99084,             0.99286,             0.99449,             0.83687,            0.010988,           0.0059619,          6.0102e-05,            0.000991,            0.000991,            0.000991
                 275,            0.016055,           0.0090064,          0.00013008,             0.99102,             0.99293,             0.99451,             0.83763,            0.010977,           0.0059721,           5.998e-05,            0.000958,            0.000958,            0.000958
                 276,            0.016196,           0.0090551,          0.00012051,             0.99074,              0.9928,             0.99446,             0.83784,            0.010961,           0.0059607,          5.9662e-05,            0.000925,            0.000925,            0.000925
                 277,            0.015858,           0.0095877,          0.00013906,             0.99147,             0.99258,             0.99449,             0.83849,            0.010982,           0.0059607,          5.8408e-05,            0.000892,            0.000892,            0.000892
                 278,            0.015749,            0.009013,          0.00010502,             0.99258,             0.99312,             0.99439,             0.83851,             0.01099,           0.0059661,          5.7702e-05,            0.000859,            0.000859,            0.000859
                 279,            0.016249,           0.0097607,          9.4341e-05,             0.99263,             0.99309,             0.99451,             0.83628,            0.010945,           0.0059847,          5.6415e-05,            0.000826,            0.000826,            0.000826
                 280,            0.016398,           0.0095003,          0.00012423,             0.99332,             0.99245,              0.9945,             0.83822,            0.010961,           0.0059644,          5.5249e-05,            0.000793,            0.000793,            0.000793
                 281,            0.016134,           0.0091529,          0.00014094,             0.99276,             0.99231,              0.9942,             0.83881,            0.010951,           0.0059713,          5.4228e-05,             0.00076,             0.00076,             0.00076
                 282,            0.016079,           0.0089287,          0.00010711,             0.99141,             0.99281,             0.99414,             0.83648,            0.011008,           0.0059767,          5.3113e-05,            0.000727,            0.000727,            0.000727
                 283,             0.01577,            0.008871,          0.00012341,             0.99206,             0.99307,             0.99423,             0.83838,            0.010912,           0.0059424,          5.4809e-05,            0.000694,            0.000694,            0.000694
                 284,             0.01585,           0.0089213,          0.00011112,             0.99188,             0.99302,             0.99411,             0.83768,            0.010865,           0.0059155,          5.5868e-05,            0.000661,            0.000661,            0.000661
                 285,            0.015719,            0.008789,          0.00010311,               0.992,             0.99293,              0.9944,             0.83739,            0.010904,           0.0059112,          5.2901e-05,            0.000628,            0.000628,            0.000628
                 286,            0.016026,           0.0087268,           0.0001084,             0.99082,             0.99285,             0.99436,             0.83691,            0.010928,            0.005908,          5.1691e-05,            0.000595,            0.000595,            0.000595
                 287,            0.015671,           0.0088084,          9.2505e-05,             0.99028,             0.99371,             0.99443,             0.83679,            0.010949,           0.0059156,          4.9624e-05,            0.000562,            0.000562,            0.000562
                 288,            0.015795,           0.0092408,          0.00013348,             0.99175,             0.99252,             0.99442,             0.83919,            0.010911,           0.0059003,          4.8358e-05,            0.000529,            0.000529,            0.000529
                 289,             0.01612,           0.0093584,          9.3315e-05,             0.99131,             0.99311,             0.99443,             0.83895,            0.010918,           0.0059035,          4.6769e-05,            0.000496,            0.000496,            0.000496
                 290,            0.015849,           0.0092879,          0.00010135,             0.99054,             0.99318,             0.99436,             0.84021,            0.010893,           0.0058963,          4.5135e-05,            0.000463,            0.000463,            0.000463
                 291,            0.015701,           0.0090335,          9.0741e-05,             0.99059,             0.99329,             0.99434,             0.83999,              0.0109,           0.0058981,          4.5012e-05,             0.00043,             0.00043,             0.00043
                 292,            0.015717,           0.0082631,          0.00012769,             0.99101,             0.99387,             0.99447,             0.83975,            0.010854,            0.005897,          4.5229e-05,            0.000397,            0.000397,            0.000397
                 293,             0.01645,            0.009503,          9.9747e-05,              0.9913,             0.99304,             0.99449,             0.84113,            0.010846,           0.0058951,          4.4229e-05,            0.000364,            0.000364,            0.000364
                 294,            0.015857,           0.0090783,          9.9456e-05,             0.99009,             0.99422,             0.99447,             0.84195,            0.010797,           0.0058899,          4.3164e-05,            0.000331,            0.000331,            0.000331
                 295,            0.015721,           0.0091134,          0.00011342,             0.99013,             0.99482,              0.9945,             0.84131,            0.010773,           0.0058787,          4.1943e-05,            0.000298,            0.000298,            0.000298
                 296,            0.015797,           0.0094764,          9.0032e-05,             0.99022,             0.99414,             0.99443,             0.84192,            0.010747,           0.0058695,          4.0473e-05,            0.000265,            0.000265,            0.000265
                 297,             0.01564,           0.0088484,          0.00068515,             0.99018,             0.99434,             0.99447,             0.84116,            0.010799,           0.0058761,          4.0466e-05,            0.000232,            0.000232,            0.000232
                 298,            0.015795,           0.0088781,          0.00010307,              0.9899,             0.99422,             0.99443,             0.84101,            0.010797,           0.0058824,          3.9706e-05,            0.000199,            0.000199,            0.000199
                 299,            0.015115,           0.0092594,          9.5865e-05,             0.99056,             0.99365,              0.9944,             0.84301,            0.010765,           0.0058856,          3.8169e-05,            0.000166,            0.000166,            0.000166
